id,molecularFormula,adduct,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications,progenesis_id
192_Grantham_HILIC_Consensus_3.33_169.01421_HILIC,C7H6O5,[M - H]-,Shikimates and Phenylpropanoids,0.8468419313430786,Phenolic acids (C6-C1),0.8944182991981506,Gallotannins,0.8434804677963257,Gallic acids,0.9118077158927916,Hydroxybenzoic acid derivatives,0.9860633015632628,Benzoic acids and derivatives,0.9927616715431212,Benzene and substituted derivatives,0.9996380805969238,Benzenoids,0.999869704246521,Organic compounds; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Pyrogallols and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzene and substituted derivatives; Polyols; Benzenoids; Benzoic acids; Gallic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,3.33_169.01421_HILIC
374_Grantham_HILIC_Consensus_6.464_161.04551_HILIC,C6H10O5,[M - H]-,Fatty acids,0.821616530418396,Fatty Acids and Conjugates,0.9533591270446776,Dicarboxylic acids,0.7576677203178406,Methyl-branched fatty acids,0.9805786609649658,Branched fatty acids,0.9774963855743408,Fatty acids and conjugates,0.9870899319648744,Fatty Acyls,0.9590409994125366,Lipids and lipid-like molecules,0.9667169451713562,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Tertiary alcohols; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,6.464_161.04551_HILIC
467_Grantham_HILIC_Consensus_2.353_111.02006_HILIC,C4H4N2O2,[M - H]-,Alkaloids,0.8695452213287354,Pseudoalkaloids,0.7680400013923645,Purine alkaloids,0.4806535542011261,Pyrimidones,0.9508076310157776,Pyrimidones,0.9508076310157776,Pyrimidines and pyrimidine derivatives,0.9626631140708924,Diazines,0.9742085933685304,Organoheterocyclic compounds,0.9999955892562866,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Diazines; Hydropyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,2.353_111.02006_HILIC
11_Grantham_HILIC_Consensus_1.327_161.06068_HILIC,C10H10O2,[M - H]-,Shikimates and Phenylpropanoids,0.661728024482727,Phenylpropanoids (C6-C3),0.5706067085266113,Cinnamic acids and derivatives,0.6073232293128967,1-hydroxy-2-unsubstituted benzenoids,0.6382625699043274,NA,NA,1-hydroxy-2-unsubstituted benzenoids,0.6382625699043274,Phenols,0.5827340483665466,Benzenoids,0.9863179922103882,Organic compounds; Phenols; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,1.327_161.06068_HILIC
557_Grantham_HILIC_Consensus_12.331_377.08588_HILIC,C11H23O12P,[M - H]-,Carbohydrates,0.875885546207428,Saccharides,0.90778911113739,Disaccharides,0.9194858074188232,Disaccharide phosphates,0.8487454652786255,Disaccharides,0.917265236377716,Carbohydrates and carbohydrate conjugates,0.9984073042869568,Organooxygen compounds,0.9999983310699464,Organic oxygen compounds,0.9999995231628418,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monosaccharide phosphates; Disaccharides; Disaccharide phosphates; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,12.331_377.08588_HILIC
468_Grantham_HILIC_Consensus_11.686_184.97611_HILIC,C3H6O7S,[M - H]-,Fatty acids,0.5127713084220886,Saccharides,0.4940989315509796,Monosaccharides,0.5185640454292297,Sulfuric acid monoesters,0.8251726031303406,Sulfuric acid monoesters,0.8251726031303406,Sulfuric acid esters,0.8270936012268066,Organic sulfuric acids and derivatives,0.9674266576766968,Organic acids and derivatives,0.9998288154602052,Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Carbonyl compounds; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,11.686_184.97611_HILIC
193_Grantham_HILIC_Consensus_3.985_169.01422_HILIC,C7H6O5,[M - H]-,Shikimates and Phenylpropanoids,0.8468419313430786,Phenolic acids (C6-C1),0.8944182395935059,Gallotannins,0.8434804677963257,Gallic acids,0.9118077158927916,Hydroxybenzoic acid derivatives,0.9860633015632628,Benzoic acids and derivatives,0.9927616715431212,Benzene and substituted derivatives,0.9996380805969238,Benzenoids,0.999869704246521,Organic compounds; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Pyrogallols and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzene and substituted derivatives; Polyols; Benzenoids; Benzoic acids; Gallic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,3.985_169.01422_HILIC
284_Grantham_HILIC_Consensus_8.115_264.99901_HILIC,C11H6O8,[M - H]-,Shikimates and Phenylpropanoids,0.8512417674064636,Phenolic acids (C6-C1),0.87945955991745,Simple phenolic acids,0.8233847618103027,Phthalic acid and derivatives,0.5028243660926819,Phthalic acid and derivatives,0.5028243660926819,Benzoic acids and derivatives,0.9451018571853638,Benzene and substituted derivatives,0.9708104133605956,Benzenoids,0.9922038316726683,Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Phthalic acid and derivatives; Carboxylic acids; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,8.115_264.99901_HILIC
103_Grantham_HILIC_Consensus_12.208_242.97821_HILIC,C8H4O9,[M - H]-,Shikimates and Phenylpropanoids,0.5731510519981384,Phenolic acids (C6-C1),0.6073040962219238,Simple phenolic acids,0.42312586307525635,Furoic acids,0.6990281343460083,Furoic acids,0.6990281343460083,Furoic acid and derivatives,0.8164708614349365,Furans,0.559136688709259,Organoheterocyclic compounds,0.9392224550247192,Organic compounds; Organoheterocyclic compounds; Furans; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Furoic acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Furoic acid and derivatives; Chemical entities,12.208_242.97821_HILIC
375_Grantham_HILIC_Consensus_12.452_168.9812_HILIC,C3H6O6S,[M - H]-,Fatty acids,0.547444224357605,Fatty Acids and Conjugates,0.5143621563911438,Dicarboxylic acids,0.41046252846717834,Organic sulfuric acids and derivatives,0.5397033095359802,NA,NA,NA,NA,Organic sulfuric acids and derivatives,0.5397033095359802,Organic acids and derivatives,0.9999767541885376,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfonyls; Organosulfonic acids; Carboxylic acids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities,12.452_168.9812_HILIC
194_Grantham_HILIC_Consensus_6.868_75.00876_HILIC,C2H4O3,[M - H]-,Fatty acids,0.7641583681106567,Fatty Acids and Conjugates,0.8951224684715271,Hydroxy fatty acids,0.9602665305137634,Short-chain hydroxy acids and derivatives,0.533532440662384,NA,NA,Short-chain hydroxy acids and derivatives,0.533532440662384,Hydroxy acids and derivatives,0.922633707523346,Organic acids and derivatives,0.9994951486587524,Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,6.868_75.00876_HILIC
285_Grantham_HILIC_Consensus_1.479_197.00911_HILIC,C8H6O6,[M - H]-,Shikimates and Phenylpropanoids,0.8836907744407654,Phenolic acids (C6-C1),0.935146689414978,Simple phenolic acids,0.8057859539985657,Salicylic acids,0.5511503219604492,Hydroxybenzoic acid derivatives,0.920166552066803,Benzoic acids and derivatives,0.9918687343597412,Benzene and substituted derivatives,0.9951950907707214,Benzenoids,0.9819682240486144,Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzenediols; Benzene and substituted derivatives; Benzenoids; Salicylic acids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,1.479_197.00911_HILIC
195_Grantham_HILIC_Consensus_4.528_75.00878_HILIC,C2H4O3,[M - H]-,Fatty acids,0.7641583681106567,Fatty Acids and Conjugates,0.8951224684715271,Hydroxy fatty acids,0.960266649723053,Short-chain hydroxy acids and derivatives,0.533532440662384,NA,NA,Short-chain hydroxy acids and derivatives,0.533532440662384,Hydroxy acids and derivatives,0.922633707523346,Organic acids and derivatives,0.9994951486587524,Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,4.528_75.00878_HILIC
558_Grantham_HILIC_Consensus_13.495_408.09137_HILIC,C11H24NO13P,[M - H]-,Carbohydrates,0.7580977082252502,Aminosugars and aminoglycosides,0.7988469004631042,Aminosugars,0.8468208312988281,Hexose phosphates,0.7193188667297363,Monosaccharides,0.9662978053092957,Carbohydrates and carbohydrate conjugates,0.9805474281311036,Organooxygen compounds,0.9999897480010986,Organic oxygen compounds,0.9999957084655762,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hemiacetals; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Hexose phosphates; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,13.495_408.09137_HILIC
376_Grantham_HILIC_Consensus_11.499_264.99903_HILIC,C11H6O8,[M - H]-,Shikimates and Phenylpropanoids,0.7796610593795776,Coumarins,0.5290917754173279,Simple coumarins,0.418725460767746,7-hydroxycoumarins,0.7839232087135315,7-hydroxycoumarins,0.7839232087135315,Hydroxycoumarins,0.8602935671806335,Coumarins and derivatives,0.8091500997543335,Phenylpropanoids and polyketides,0.8274608850479126,Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Phenols; Coumarins and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acids; Benzenoids; Hydroxycoumarins; 7-hydroxycoumarins; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,11.499_264.99903_HILIC
469_Grantham_HILIC_Consensus_12.964_252.99898_HILIC,C10H6O8,[M - H]-,Shikimates and Phenylpropanoids,0.893891453742981,Phenolic acids (C6-C1),0.9180840253829956,Simple phenolic acids,0.8899480104446411,M-phthalic acid and derivatives,0.5027100443840027,Phthalic acid and derivatives,0.5834918022155762,Benzoic acids and derivatives,0.9718886613845824,Benzene and substituted derivatives,0.9831027388572692,Benzenoids,0.9914014935493468,Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Phthalic acid and derivatives; M-phthalic acid and derivatives; Carboxylic acids; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,12.964_252.99898_HILIC
286_Grantham_HILIC_Consensus_1.501_196.99475_HILIC,C5H10O4S2,[M - H]-,Fatty acids,0.6337401270866394,Fatty acyls,0.5433678030967712,Fatty alcohols,0.36649033427238464,S-alkyl thiosulfates,0.5681608319282532,NA,NA,S-alkyl thiosulfates,0.5681608319282532,Organic thiosulfuric acids and derivatives,0.5675668716430664,Organic acids and derivatives,0.937089204788208,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organic thiosulfuric acids and derivatives; Sulfenyl compounds; S-alkyl thiosulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.501_196.99475_HILIC
196_Grantham_HILIC_Consensus_7.755_202.03569_HILIC,C7H9NO6,[M - H]-,Amino acids and Peptides,0.9032724499702454,Small peptides,0.9529387354850768,Aminoacids,0.8927090764045715,L-alpha-amino acids,0.5747056603431702,Amino acids and derivatives,0.9992334842681884,"Amino acids, peptides, and analogues",0.9992450475692748,Carboxylic acids and derivatives,0.9999974966049194,Organic acids and derivatives,0.9999998807907104,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Tricarboxylic acids and derivatives; Dialkylamines; Trialkylamines; Alpha amino acids; Amines; Cyclopropanecarboxylic acids and derivatives; Cyclopropanecarboxylic acids; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",7.755_202.03569_HILIC
105_Grantham_HILIC_Consensus_1.49_163.04004_HILIC,C9H8O3,[M - H]-,Shikimates and Phenylpropanoids,0.92923104763031,Phenylpropanoids (C6-C3),0.9743277430534364,Cinnamic acids and derivatives,0.9761217832565308,Coumaric acids,0.9829137921333312,Coumaric acids and derivatives,0.969457507133484,Hydroxycinnamic acids and derivatives,0.9764552712440492,Cinnamic acids and derivatives,0.9853973984718324,Phenylpropanoids and polyketides,0.9945908784866332,Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,1.49_163.04004_HILIC
559_Grantham_HILIC_Consensus_13.901_429.12507_HILIC,C15H26O14,[M - H]-,Carbohydrates,0.9080668687820436,Saccharides,0.9529262781143188,Disaccharides,0.9816896915435792,C-glycosyl compounds,0.5158498883247375,Glycosyl compounds,0.9961163997650146,Carbohydrates and carbohydrate conjugates,0.9999825954437256,Organooxygen compounds,0.9999916553497314,Organic oxygen compounds,0.999929428100586,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,13.901_429.12507_HILIC
377_Grantham_HILIC_Consensus_9.718_173.00909_HILIC,C6H6O6,[M - H]-,Fatty acids,0.7018394470214844,Fatty Acids and Conjugates,0.8545882105827332,Dicarboxylic acids,0.8398869633674622,Tricarboxylic acids and derivatives,0.6495423316955566,NA,NA,Tricarboxylic acids and derivatives,0.6495423316955566,Carboxylic acids and derivatives,0.9998226761817932,Organic acids and derivatives,0.9999805688858032,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Tricarboxylic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,9.718_173.00909_HILIC
470_Grantham_HILIC_Consensus_12.475_253.05657_HILIC,C8H14O9,[M - H]-,Carbohydrates,0.7633374929428101,Saccharides,0.8692407011985779,Monosaccharides,0.8260548710823059,O-glucuronides,0.563459038734436,Sugar acids and derivatives,0.9098753929138184,Carbohydrates and carbohydrate conjugates,0.978543221950531,Organooxygen compounds,0.9999943971633912,Organic oxygen compounds,0.9999512434005736,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; Polyols; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,12.475_253.05657_HILIC
287_Grantham_HILIC_Consensus_1.48_197.04552_HILIC,C9H10O5,[M - H]-,Shikimates and Phenylpropanoids,0.5470821857452393,Phenolic acids (C6-C1),0.5190389752388,2-pyrone derivatives,0.6793110966682434,Hydroxybenzoic acid derivatives,0.5105002522468567,Hydroxybenzoic acid derivatives,0.5105002522468567,Benzoic acids and derivatives,0.542993426322937,Benzene and substituted derivatives,0.3669510185718536,Benzenoids,0.2764339745044708,Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Monocarboxylic acids and derivatives; Hydroxybenzoic acid derivatives; Polyols; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.48_197.04552_HILIC
197_Grantham_HILIC_Consensus_10.085_317.06465_HILIC,C10H15N4O6P,[M - H]-,Carbohydrates,0.8314706087112427,Nucleosides,0.86070716381073,Purine nucleos(t)ides,0.7977544069290161,Purine ribonucleoside monophosphates,0.5302801132202148,Purine ribonucleoside monophosphates,0.5302801132202148,Purine ribonucleotides,0.45813530683517456,Purine nucleotides,0.7605506181716919,"Nucleosides, nucleotides, and analogues",0.9583518505096436,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Purinones; Diazines; Pentoses; 6-oxopurines; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleoside monophosphates; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",10.085_317.06465_HILIC
378_Grantham_HILIC_Consensus_1.203_213.00407_HILIC,C8H6O7,[M - H]-,Shikimates and Phenylpropanoids,0.8813101649284363,Phenolic acids (C6-C1),0.9252451062202454,Gallotannins,0.8323089480400085,Gallic acids,0.903533935546875,Hydroxybenzoic acid derivatives,0.9453094601631165,Benzoic acids and derivatives,0.9935358762741088,Benzene and substituted derivatives,0.9947344064712524,Benzenoids,0.9876233339309692,Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acids; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzene and substituted derivatives; Polyols; Benzenoids; Benzoic acids; Gallic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities,1.203_213.00407_HILIC
471_Grantham_HILIC_Consensus_12.342_252.99896_HILIC,C10H6O8,[M - H]-,Shikimates and Phenylpropanoids,0.7634486556053162,Phenolic acids (C6-C1),0.8087615966796875,Simple phenolic acids,0.722880482673645,Hydroxybenzoic acid derivatives,0.7098878026008606,Hydroxybenzoic acid derivatives,0.7098878026008606,Benzoic acids and derivatives,0.8833318948745728,Benzene and substituted derivatives,0.933933436870575,Benzenoids,0.8048790693283081,Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,12.342_252.99896_HILIC
560_Grantham_HILIC_Consensus_8.543_241.03542_HILIC,C10H10O7,[M - H]-,Shikimates and Phenylpropanoids,0.6132155060768127,Phenolic acids (C6-C1),0.6410457491874695,Monosaccharides,0.5353546738624573,Isosorbides,0.5581836104393005,NA,NA,Isosorbides,0.5581836104393005,Furofurans,0.7156688570976257,Organoheterocyclic compounds,0.9497239589691162,Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Secondary alcohols; Furofurans; Carbonyl compounds; Isosorbides; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,8.543_241.03542_HILIC
288_Grantham_HILIC_Consensus_1.496_197.04553_HILIC,C8H8O3,[M + CH2O2 - H]-,Polyketides,0.5504754781723022,Cyclic polyketides,0.5545321702957153,Simple phenolic acids,0.5414382815361023,1-hydroxy-2-unsubstituted benzenoids,0.531257688999176,NA,NA,1-hydroxy-2-unsubstituted benzenoids,0.531257688999176,Phenols,0.5040244460105896,Benzenoids,0.575315535068512,Organic compounds; Organoheterocyclic compounds; Lactones; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities,1.496_197.04553_HILIC
198_Grantham_HILIC_Consensus_10.009_281.08791_HILIC,C10H18O9,[M - H]-,Carbohydrates,0.9116377830505372,Saccharides,0.9686986804008484,Disaccharides,0.9690579175949096,Disaccharides,0.8821609616279602,Disaccharides,0.8821609616279602,Carbohydrates and carbohydrate conjugates,0.9994827508926392,Organooxygen compounds,0.9999998807907104,Organic oxygen compounds,0.9999990463256836,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Aldehydes; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hemiacetals; Pentoses; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Beta-hydroxy aldehydes; Alpha-hydroxyaldehydes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,10.009_281.08791_HILIC
12_Grantham_HILIC_Consensus_1.243_207.10263_HILIC,C12H16O3,[M - H]-,Terpenoids,0.5051518082618713,Aromatic polyketides,0.49334606528282166,Simple aromatic polyketides,0.44508254528045654,Phenoxy compounds,0.5655330419540405,NA,NA,Phenoxy compounds,0.5655330419540405,Benzene and substituted derivatives,0.9694756269454956,Benzenoids,0.9788804650306702,Organic compounds; Phenols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities,1.243_207.10263_HILIC
289_Grantham_HILIC_Consensus_1.442_196.95838_HILIC,C4H6O5S2,[M - H]-,Fatty acids,0.4523846209049225,Small peptides,0.31616899371147156,Aminoacids,0.31527748703956604,Organooxygen compounds,0.9910739064216614,NA,NA,NA,NA,Organooxygen compounds,0.9910739064216614,Organic oxygen compounds,0.9999994039535522,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.442_196.95838_HILIC
379_Grantham_HILIC_Consensus_1.192_213.05575_HILIC,C13H10O3,[M - H]-,Polyketides,0.5714192986488342,Styrylpyrones,0.7838322520256042,Kavalactones and derivatives,0.779948890209198,Pyranones and derivatives,0.9981421232223512,NA,NA,Pyranones and derivatives,0.9981421232223512,Pyrans,0.997183620929718,Organoheterocyclic compounds,0.9991437196731568,Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Benzene and substituted derivatives; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1.192_213.05575_HILIC
