Mass,C,H,O,N,S,P,NeutralMass,Error_ppm,MolecularFormula,El_comp,Class,OC,HC,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Bog_D0_A,Bog_D0_B,Bog_D0_C,Bog_D28_A,Bog_D28_B,Bog_D28_C,Fen_D0_A,Fen_D0_B,Fen_D0_C,Fen_D28_A,Fen_D28_B,Fen_D28_C
307.1915606,18.0,28.0,4.0,0.0,0.0,0.0,308.1988371,-0.25204404,C18H28O4,CHO,Lipid,0.2222222222222222,1.5555555555555556,-1.1111111111111107,91.96666666666665,5.0,,0.07142857142857142,0.1875,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
307.194879,15.0,32.0,4.0,0.0,1.0,0.0,308.2021555,-0.081963346,C15H32O4S,CHOS,Lipid,0.26666666666666666,2.1333333333333333,-1.4666666666666668,102.1,0.0,-4.0,-0.5,0.0,-5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
308.0809453,11.0,19.0,7.0,1.0,1.0,0.0,309.0882218,0.00278104,C11H19O7NS,CHONS,Amino sugar,0.6363636363636364,1.7272727272727273,0.0,60.3,3.0,-4.0,-3.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
309.0251996,13.0,10.0,9.0,0.0,0.0,0.0,310.0324761,0.018878732,C13H10O9,CHO,Cond. HC,0.6923076923076923,0.7692307692307693,0.6153846153846154,42.76153846153846,9.0,0.0,0.0,0.5294117647058824,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
309.0616075,14.0,14.0,8.0,0.0,0.0,0.0,310.0688839,-0.053198584,C14H14O8,CHO,Lignin,0.5714285714285714,1.0,0.1428571428571428,56.22857142857143,8.0,0.0,0.0,0.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
309.0979863,15.0,18.0,7.0,0.0,0.0,0.0,310.1052627,-0.031551803,C15H18O7,CHO,Lignin,0.4666666666666667,1.2,-0.2666666666666666,67.89999999999999,7.0,0.0,0.0,0.30434782608695654,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
309.1013595,12.0,22.0,7.0,0.0,1.0,0.0,310.108636,-0.039392582,C12H22O7S,CHOS,Amino sugar,0.5833333333333334,1.8333333333333333,-0.5,74.55,2.0,-5.0,-1.5,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
309.119132,12.0,22.0,9.0,0.0,0.0,0.0,310.1264085,-0.08435844,C12H22O9,CHO,Carbohydrate,0.75,1.8333333333333333,-0.33333333333333304,69.79999999999998,2.0,-7.0,-2.3333333333333335,0.0,-7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
309.1343799,16.0,22.0,6.0,0.0,0.0,0.0,310.1416564,-0.057770276,C16H22O6,CHO,Lignin,0.375,1.375,-0.625,78.1125,6.0,0.0,0.0,0.23076923076923078,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
309.152989,17.0,26.0,3.0,0.0,1.0,0.0,310.1602655,-0.00024497,C17H26O3S,CHOS,Lipid,0.17647058823529413,1.5294117647058822,-1.0588235294117645,90.47647058823529,5.0,2.0,0.07692307692307693,0.1724137931034483,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
309.170729,17.0,26.0,5.0,0.0,0.0,0.0,310.1780055,0.059572954,C17H26O5,CHO,Lipid,0.29411764705882354,1.5294117647058822,-0.9411764705882355,87.12352941176471,5.0,0.0,0.0,0.1724137931034483,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
309.1741206,14.0,30.0,5.0,0.0,1.0,0.0,310.1813971,-0.007372181,C14H30O5S,CHOS,Protein,0.35714285714285715,2.142857142857143,-1.2857142857142856,96.94285714285714,0.0,-5.0,-0.75,0.0,-6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
309.207132,18.0,30.0,4.0,0.0,0.0,0.0,310.2144085,0.003173676,C18H30O4,CHO,Lipid,0.2222222222222222,1.6666666666666667,-1.2222222222222223,95.13333333333333,4.0,0.0,0.0,0.125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
311.0408694,13.0,12.0,9.0,0.0,0.0,0.0,312.0481458,-0.044409109,C13H12O9,CHO,Tannin,0.6923076923076923,0.9230769230769231,0.4615384615384617,47.14615384615384,8.0,-1.0,-0.25,0.4117647058823529,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
311.0561775,17.0,12.0,6.0,0.0,0.0,0.0,312.063454,-0.211011828,C17H12O6,CHO,Cond. HC,0.35294117647058826,0.7058823529411765,0.0,60.3,12.0,6.0,0.5454545454545454,0.6428571428571429,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
311.0772558,14.0,16.0,8.0,0.0,0.0,0.0,312.0845323,-0.047405944,C14H16O8,CHO,Lignin,0.5714285714285714,1.1428571428571428,0.0,60.3,7.0,-1.0,-0.16666666666666666,0.3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
311.092468,18.0,16.0,5.0,0.0,0.0,0.0,312.0997445,0.093422762,C18H16O5,CHO,Lignin,0.2777777777777778,0.8888888888888888,-0.33333333333333304,69.79999999999998,11.0,6.0,0.46153846153846156,0.5483870967741935,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
311.1136078,15.0,20.0,7.0,0.0,0.0,0.0,312.1208842,0.060106806,C15H20O7,CHO,Lignin,0.4666666666666667,1.3333333333333333,-0.40000000000000036,71.7,6.0,-1.0,-0.125,0.21739130434782608,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
311.1499982,16.0,24.0,6.0,0.0,0.0,0.0,312.1572746,0.044430979,C16H24O6,CHO,Protein,0.375,1.5,-0.75,81.675,5.0,-1.0,-0.1,0.15384615384615385,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
311.1686207,17.0,28.0,3.0,0.0,1.0,0.0,312.1758972,0.058537301,C17H28O3S,CHOS,Lipid,0.17647058823529413,1.6470588235294117,-1.1764705882352944,93.8294117647059,4.0,,0.0,0.10344827586206896,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
311.1740285,12.0,29.0,5.0,2.0,0.0,1.0,312.181305,0.331842165,C12H29O5N2P,CHONP,Other,0.4166666666666667,2.4166666666666665,-1.5,103.05,0.0,-5.0,-2.0,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
311.1864048,17.0,28.0,5.0,0.0,0.0,0.0,312.1936812,-0.023086886,C17H28O5,CHO,Lipid,0.29411764705882354,1.6470588235294117,-1.0588235294117645,90.47647058823529,4.0,-1.0,-0.08333333333333333,0.10344827586206896,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
311.2227825,18.0,32.0,4.0,0.0,0.0,0.0,312.230059,0.001757422,C18H32O4,CHO,Lipid,0.2222222222222222,1.7777777777777777,-1.333333333333333,98.29999999999998,3.0,-1.0,-0.07142857142857142,0.0625,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
312.169463,11.0,28.0,5.0,3.0,0.0,1.0,313.1767395,-0.26161579,C11H28O5N3P,CHONP,Other,0.45454545454545453,2.5454545454545454,-1.2727272727272725,96.57272727272726,0.0,-5.0,-4.5,0.0,-9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
313.020105,12.0,10.0,10.0,0.0,0.0,0.0,314.0273815,0.04800575,C12H10O10,CHO,Tannin,0.8333333333333334,0.8333333333333334,0.8333333333333335,36.55,8.0,-2.0,-1.0,0.42857142857142855,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
313.0354168,16.0,10.0,7.0,0.0,0.0,0.0,314.0426932,-0.129094486,C16H10O7,CHO,Cond. HC,0.4375,0.625,0.25,53.175,12.0,5.0,0.5555555555555556,0.68,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
313.0565372,13.0,14.0,9.0,0.0,0.0,0.0,314.0638137,-0.100675654,C13H14O9,CHO,Tannin,0.6923076923076923,1.0769230769230769,0.3076923076923075,51.53076923076924,7.0,-2.0,-0.5,0.29411764705882354,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
313.071813,17.0,14.0,6.0,0.0,0.0,0.0,314.0790895,-0.163286515,C17H14O6,CHO,Lignin,0.35294117647058826,0.8235294117647058,-0.117647058823529,63.65294117647058,11.0,5.0,0.45454545454545453,0.5714285714285714,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
313.0929238,14.0,18.0,8.0,0.0,0.0,0.0,314.1002003,-0.104203887,C14H18O8,CHO,Lignin,0.5714285714285714,1.2857142857142858,-0.14285714285714324,64.37142857142858,6.0,-2.0,-0.3333333333333333,0.2,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
313.1081603,18.0,18.0,5.0,0.0,0.0,0.0,314.1154368,-0.04174234,C18H18O5,CHO,Lignin,0.2777777777777778,1.0,-0.44444444444444464,72.96666666666667,10.0,5.0,0.38461538461538464,0.4838709677419355,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
313.1267265,19.0,22.0,2.0,0.0,1.0,0.0,314.134003,0.151761731,C19H22O2S,CHOS,Unsat. HC,0.10526315789473684,1.1578947368421053,-0.8421052631578947,84.3,9.0,7.0,0.375,0.4117647058823529,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
313.1292722,15.0,22.0,7.0,0.0,0.0,0.0,314.1365486,0.014093722,C15H22O7,CHO,Lignin,0.4666666666666667,1.4666666666666666,-0.5333333333333332,75.5,5.0,-2.0,-0.25,0.13043478260869565,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
313.1575395,16.0,27.0,4.0,0.0,0.0,1.0,314.164816,-0.382289085,C16H27O4P,CHOP,Lipid,0.25,1.6875,-1.5,103.05,4.0,0.0,-0.09090909090909091,0.07692307692307693,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
313.165694,16.0,26.0,6.0,0.0,0.0,0.0,314.1729705,-0.101535406,C16H26O6,CHO,Protein,0.375,1.625,-0.875,85.2375,4.0,-2.0,-0.2,0.07692307692307693,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
313.2020422,17.0,30.0,5.0,0.0,0.0,0.0,314.2093187,0.01713634,C17H30O5,CHO,Lipid,0.29411764705882354,1.7647058823529411,-1.1764705882352944,93.8294117647059,3.0,-2.0,-0.16666666666666666,0.034482758620689655,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
313.2384669,18.0,34.0,4.0,0.0,0.0,0.0,314.2457434,-0.107482661,C18H34O4,CHO,Lipid,0.2222222222222222,1.8888888888888888,-1.4444444444444446,101.46666666666667,2.0,-2.0,-0.14285714285714285,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
314.1245333,14.0,21.0,7.0,1.0,0.0,0.0,315.1318098,-0.024644333,C14H21O7N,CHON,Protein,0.5,1.5,-0.2857142857142856,68.44285714285714,5.0,-2.0,-0.5,0.05263157894736842,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
315.0147165,15.0,8.0,8.0,0.0,0.0,0.0,316.021993,-0.2396456,C15H8O8,CHO,Cond. HC,0.5333333333333333,0.5333333333333333,0.5333333333333332,45.1,12.0,4.0,0.5714285714285714,0.7272727272727273,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
315.0357465,12.0,12.0,10.0,0.0,0.0,0.0,316.043023,0.074797791,C12H12O10,CHO,Tannin,0.8333333333333334,1.0,0.6666666666666665,41.3,7.0,-3.0,-1.5,0.2857142857142857,-3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0510704,16.0,12.0,7.0,0.0,0.0,0.0,316.0583469,-0.139757184,C16H12O7,CHO,Cond. HC,0.4375,0.75,0.125,56.7375,11.0,4.0,0.4444444444444444,0.6,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
315.072155,13.0,16.0,9.0,0.0,0.0,0.0,316.0794315,0.002042588,C13H16O9,CHO,Tannin,0.6923076923076923,1.2307692307692308,0.15384615384615374,55.91538461538462,6.0,-3.0,-0.75,0.17647058823529413,-3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
315.087445,17.0,16.0,6.0,0.0,0.0,0.0,316.0947215,-0.105097231,C17H16O6,CHO,Lignin,0.35294117647058826,0.9411764705882353,-0.23529411764705888,67.00588235294117,10.0,4.0,0.36363636363636365,0.5,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
315.1085405,14.0,20.0,8.0,0.0,0.0,0.0,316.1158169,0.002206073,C14H20O8,CHO,Lignin,0.5714285714285714,1.4285714285714286,-0.2857142857142856,68.44285714285714,5.0,-3.0,-0.5,0.1,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
315.123893,18.0,20.0,5.0,0.0,0.0,0.0,316.1311695,-0.302767931,C18H20O5,CHO,Lignin,0.2777777777777778,1.1111111111111112,-0.5555555555555554,76.13333333333333,9.0,4.0,0.3076923076923077,0.41935483870967744,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
315.136753,15.0,25.0,5.0,0.0,0.0,1.0,316.1440295,-0.21839375,C15H25O5P,CHOP,Protein,0.3333333333333333,1.6666666666666667,-1.333333333333333,98.29999999999998,4.0,-1.0,-0.2222222222222222,0.043478260869565216,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
315.1425545,19.0,24.0,2.0,0.0,1.0,0.0,316.149831,-0.412027043,C19H24O2S,CHOS,Unsat. HC,0.10526315789473684,1.263157894736842,-0.9473684210526319,87.30000000000001,8.0,6.0,0.3125,0.35294117647058826,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
315.1449419,15.0,24.0,7.0,0.0,0.0,0.0,316.1522184,-0.048262975,C15H24O7,CHO,Protein,0.4666666666666667,1.6,-0.666666666666667,79.30000000000001,4.0,-3.0,-0.375,0.043478260869565216,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
315.1813242,16.0,28.0,6.0,0.0,0.0,0.0,316.1886006,-0.037958822,C16H28O6,CHO,Protein,0.375,1.75,-1.0,88.8,3.0,-3.0,-0.3,0.0,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
315.2177284,17.0,32.0,5.0,0.0,0.0,0.0,316.2250049,-0.097315595,C17H32O5,CHO,Lipid,0.29411764705882354,1.8823529411764706,-1.2941176470588234,97.18235294117646,2.0,-3.0,-0.25,0.0,-3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
315.2540898,18.0,36.0,4.0,0.0,0.0,0.0,316.2613662,-0.020783063,C18H36O4,CHO,Lipid,0.2222222222222222,2.0,-1.5555555555555554,104.63333333333333,,-3.0,-0.21428571428571427,0.0,-3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
317.0302709,15.0,10.0,8.0,0.0,0.0,0.0,318.0375473,0.062747057,C15H10O8,CHO,Cond. HC,0.5333333333333333,0.6666666666666666,0.3999999999999999,48.9,11.0,3.0,0.42857142857142855,0.6363636363636364,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
317.0513676,12.0,14.0,10.0,0.0,0.0,0.0,318.0586441,0.165389374,C12H14O10,CHO,Tannin,0.8333333333333334,1.1666666666666667,0.5,46.05,6.0,-4.0,-2.0,0.14285714285714285,-4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
317.0666853,16.0,14.0,7.0,0.0,0.0,0.0,318.0739618,-0.028178289,C16H14O7,CHO,Lignin,0.4375,0.875,0.0,60.3,10.0,3.0,0.3333333333333333,0.52,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
317.0878039,13.0,18.0,9.0,0.0,0.0,0.0,318.0950804,0.005689557,C13H18O9,CHO,Tannin,0.6923076923076923,1.3846153846153846,0.0,60.3,5.0,-4.0,-1.0,0.058823529411764705,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
317.1030553,17.0,18.0,6.0,0.0,0.0,0.0,318.1103318,0.020465185,C17H18O6,CHO,Lignin,0.35294117647058826,1.0588235294117647,-0.35294117647058787,70.35882352941175,9.0,3.0,0.2727272727272727,0.42857142857142855,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
317.1242175,14.0,22.0,8.0,0.0,0.0,0.0,318.131494,-0.082619547,C14H22O8,CHO,Amino sugar,0.5714285714285714,1.5714285714285714,-0.4285714285714288,72.51428571428572,4.0,-4.0,-0.6666666666666666,0.0,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
317.1394508,18.0,22.0,5.0,0.0,0.0,0.0,318.1467272,-0.010687458,C18H22O5,CHO,Lignin,0.2777777777777778,1.2222222222222223,-0.666666666666667,79.30000000000001,8.0,3.0,0.23076923076923078,0.3548387096774194,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
317.1605743,15.0,26.0,7.0,0.0,0.0,0.0,318.1678507,0.007770804,C15H26O7,CHO,Protein,0.4666666666666667,1.7333333333333334,-0.7999999999999998,83.1,3.0,-4.0,-0.5,0.0,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
317.1969562,16.0,30.0,6.0,0.0,0.0,0.0,318.2042326,0.01900321,C16H30O6,CHO,Protein,0.375,1.875,-1.125,92.3625,2.0,-4.0,-0.4,0.0,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
319.0095713,14.0,8.0,9.0,0.0,0.0,0.0,320.0168478,-0.049823981,C14H8O9,CHO,Cond. HC,0.6428571428571429,0.5714285714285714,0.7142857142857144,39.942857142857136,11.0,2.0,0.4,0.6842105263157895,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
319.022482,11.0,13.0,9.0,0.0,0.0,1.0,320.0297585,-0.124803019,C11H13O9P,CHOP,Tannin,0.8181818181818182,1.1818181818181819,0.0,60.3,6.0,-3.0,-4.0,0.09090909090909091,-4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
319.0459463,15.0,12.0,8.0,0.0,0.0,0.0,320.0532228,-0.016887441,C15H12O8,CHO,Cond. HC,0.5333333333333333,0.8,0.2666666666666666,52.7,10.0,2.0,0.2857142857142857,0.5454545454545454,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
319.0670054,12.0,16.0,10.0,0.0,0.0,0.0,320.0742819,0.202575315,C12H16O10,CHO,Tannin,0.8333333333333334,1.3333333333333333,0.3333333333333335,50.8,5.0,-5.0,-2.5,0.0,-5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
319.0823621,16.0,16.0,7.0,0.0,0.0,0.0,320.0896386,-0.111561534,C16H16O7,CHO,Lignin,0.4375,1.0,-0.125,63.8625,9.0,2.0,0.2222222222222222,0.44,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
319.0953688,13.0,21.0,7.0,0.0,0.0,1.0,320.1026452,-0.486424777,C13H21O7P,CHOP,Protein,0.5384615384615384,1.6153846153846154,-0.9230769230769234,86.6076923076923,4.0,-3.0,-0.8,0.0,-4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
319.1034218,13.0,20.0,9.0,0.0,0.0,0.0,320.1106983,0.106027967,C13H20O9,CHO,Amino sugar,0.6923076923076923,1.5384615384615385,-0.1538461538461542,64.6846153846154,4.0,-5.0,-1.25,0.0,-5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
319.1186974,17.0,20.0,6.0,0.0,0.0,0.0,320.1259739,0.045229534,C17H20O6,CHO,Lignin,0.35294117647058826,1.1764705882352942,-0.47058823529411775,73.71176470588236,8.0,2.0,0.18181818181818182,0.35714285714285715,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
319.1398473,14.0,24.0,8.0,0.0,0.0,0.0,320.1471238,-0.018906974,C14H24O8,CHO,Amino sugar,0.5714285714285714,1.7142857142857142,-0.5714285714285712,76.58571428571427,3.0,-5.0,-0.8333333333333334,0.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
319.1550301,18.0,24.0,5.0,0.0,0.0,0.0,320.1623066,0.210115812,C18H24O5,CHO,Lignin,0.2777777777777778,1.3333333333333333,-0.7777777777777777,82.46666666666667,7.0,2.0,0.15384615384615385,0.2903225806451613,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
319.1762223,15.0,28.0,7.0,0.0,0.0,0.0,320.1834987,0.014168813,C15H28O7,CHO,Protein,0.4666666666666667,1.8666666666666667,-0.9333333333333336,86.9,2.0,-5.0,-0.625,0.0,-5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
321.0252314,14.0,10.0,9.0,0.0,0.0,0.0,322.0325078,-0.080494917,C14H10O9,CHO,Cond. HC,0.6428571428571429,0.7142857142857143,0.5714285714285716,44.014285714285705,10.0,,0.2,0.5789473684210527,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
321.061659,15.0,14.0,8.0,0.0,0.0,0.0,322.0689355,-0.211261232,C15H14O8,CHO,Lignin,0.5333333333333333,0.9333333333333333,0.1333333333333333,56.5,9.0,,0.14285714285714285,0.45454545454545453,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
321.0980354,16.0,18.0,7.0,0.0,0.0,0.0,322.1053119,-0.182966185,C16H18O7,CHO,Lignin,0.4375,1.125,-0.25,67.425,8.0,,0.1111111111111111,0.36,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
321.1344135,17.0,22.0,6.0,0.0,0.0,0.0,322.14169,-0.159954708,C17H22O6,CHO,Lignin,0.35294117647058826,1.2941176470588236,-0.5882352941176467,77.06470588235292,7.0,,0.09090909090909091,0.2857142857142857,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
321.1555477,14.0,26.0,8.0,0.0,0.0,0.0,322.1628241,-0.174825096,C14H26O8,CHO,Amino sugar,0.5714285714285714,1.8571428571428572,-0.7142857142857144,80.65714285714286,2.0,-6.0,-1.0,0.0,-6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
321.1707636,18.0,26.0,5.0,0.0,0.0,0.0,322.17804,-0.049902022,C18H26O5,CHO,Lignin,0.2777777777777778,1.4444444444444444,-0.8888888888888893,85.63333333333334,6.0,,0.07692307692307693,0.22580645161290322,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
321.1741033,15.0,30.0,5.0,0.0,1.0,0.0,322.1813798,0.046443673,C15H30O5S,CHOS,Protein,0.3333333333333333,2.0,-1.2000000000000002,94.5,,-4.0,-0.5555555555555556,0.0,-5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
321.2104791,16.0,34.0,4.0,0.0,1.0,0.0,322.2177556,0.07658771,C16H34O4S,CHOS,Lipid,0.25,2.125,-1.5,103.05,0.0,-4.0,-0.45454545454545453,0.0,-5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
323.0044343,13.0,8.0,10.0,0.0,0.0,0.0,324.0117108,0.110112028,C13H8O10,CHO,Cond. HC,0.7692307692307693,0.6153846153846154,0.9230769230769229,33.99230769230769,10.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
323.0409039,14.0,12.0,9.0,0.0,0.0,0.0,324.0481804,-0.149307365,C14H12O9,CHO,Lignin,0.6428571428571429,0.8571428571428571,0.4285714285714284,48.08571428571429,9.0,0.0,0.0,0.47368421052631576,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
323.0772512,15.0,16.0,8.0,0.0,0.0,0.0,324.0845277,-0.031400697,C15H16O8,CHO,Lignin,0.5333333333333333,1.0666666666666667,0.0,60.3,8.0,0.0,0.0,0.36363636363636365,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
323.113671,16.0,20.0,7.0,0.0,0.0,0.0,324.1209475,-0.137202425,C16H20O7,CHO,Lignin,0.4375,1.25,-0.375,70.9875,7.0,0.0,0.0,0.28,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
323.1500208,17.0,24.0,6.0,0.0,0.0,0.0,324.1572972,-0.026967333,C17H24O6,CHO,Lignin,0.35294117647058826,1.411764705882353,-0.7058823529411766,80.41764705882353,6.0,0.0,0.0,0.21428571428571427,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
323.1533608,14.0,28.0,6.0,0.0,1.0,0.0,324.1606372,0.068190019,C14H28O6S,CHOS,Protein,0.42857142857142855,2.0,-1.0,88.8,,-5.0,-0.8571428571428571,0.0,-6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
