Compound_ID,Name,Formula,Annot. Source: Predicted Compositions,mzCloud Search, mzVault Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],# mzCloud Results,# mzVault Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,mzVault Best Match,KEGG ID,mzCloud ID,MS2,Reference Ion
3.704_462.18157_RP,,C16 H31 N O14,Full match,No results,No results,-0.36,461.17429,462.18157,3.704,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.623_317.0497_RP,,C9 H12 N6 O3 S2,Full match,No results,No results,3.77,316.04242,317.0497,9.623,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.254_117.10207_RP,,C5 H12 N2 O,Full match,No results,No results,-1.5,116.09479,117.10207,1.254,0,0,,,,,,,DDA for preferred ion,[M+H]+1
16.626_217.14327_RP,,C11 H20 O4,Full match,No results,No results,-0.84,216.13598,217.14327,16.626,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.905_220.0814_RP,,C8 H13 N O6,Full match,No results,No results,-0.75,219.07412,220.0814,1.905,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.379_221.11301_RP,,C8 H16 N2 O5,Full match,No results,No results,-0.85,220.10573,221.11301,1.379,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.934_211.08107_RP,,C7 H14 O7,Full match,No results,No results,-0.81,210.07378,211.08107,1.934,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.187_247.08103_RP,,C10 H14 O7,Full match,No results,No results,-0.79,246.07376,247.08103,3.187,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.854_193.04938_RP,,C10 H8 O4,Full match,No results,No results,-0.8,192.04211,193.04938,11.854,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.8_142.12253_RP,,C8 H15 N O,Full match,No results,No results,-0.78,141.11525,142.12253,12.8,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.305_178.07086_RP,,C6 H8 O5,Full match,No results,No results,-0.91,160.03703,178.07086,1.305,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
1.307_178.07084_RP,,C6 H11 N O5,Full match,No results,No results,-0.89,177.06356,178.07084,1.307,0,0,,,,,,,No MS2,[M+H]+1
3.393_167.03376_RP,,C8 H6 O4,Full match,No results,No results,-0.75,166.02648,167.03376,3.393,0,0,,,,,,,DDA for preferred ion,[M+H]+1
4.349_219.13376_RP,,C9 H18 N2 O4,Full match,No results,No results,-0.81,218.12648,219.13376,4.349,0,0,,,,,,,DDA for preferred ion,[M+H]+1
0.944_146.0297_RP,,C H4 O7,Full match,No results,No results,1.3,127.99587,146.0297,0.944,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
0.949_146.0297_RP,,,No results,No results,No results,,145.02242,146.0297,0.949,0,0,,,,,,,No MS2,[M+H]+1
2.813_200.09161_RP,,C9 H13 N O4,Full match,No results,No results,-0.64,199.08433,200.09161,2.813,0,0,,,,,,,No MS2,[M+H]+1
6.746_433.11247_RP,,C21 H20 O10,Full match,No results,No results,-1.04,432.1052,433.11247,6.746,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.288_363.10726_RP,,C18 H18 O8,Full match,No results,No results,-0.5,362.09999,363.10726,12.288,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.109_203.09123_RP,,C9 H14 O5,Full match,No results,No results,-0.82,202.08396,203.09123,9.109,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.991_147.08032_RP,,C10 H10 O,Full match,No results,No results,-0.85,146.07304,147.08032,11.991,0,0,,,,,,,No MS2,[M+H]+1
9.378_486.18139_RP,,C19 H27 N5 O10,Full match,No results,No results,-3.43,485.17413,486.18139,9.378,0,0,,,,,,,No MS2,[M+H]+1
3.716_292.1501_RP,,C11 H21 N3 O6,Full match,No results,No results,-0.71,291.14283,292.1501,3.716,0,0,,,,,,,No MS2,[M+H]+1
1.459_186.07593_RP,,C8 H11 N O4,Full match,No results,No results,-0.84,185.06865,186.07593,1.459,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.481_186.07594_RP,,C8 H8 O4,Full match,No results,No results,-0.82,168.04212,186.07594,1.481,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
1.928_492.19197_RP,,C17 H33 N O15,Full match,No results,No results,-0.67,491.18469,492.19197,1.928,0,0,,,,,,,DDA for preferred ion,[M+H]+1
5.615_186.07594_RP,,C8 H11 N O4,Full match,No results,No results,-0.79,185.06866,186.07594,5.615,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.662_175.10757_RP,,C7 H14 N2 O3,Full match,No results,No results,-0.85,174.10029,175.10757,1.662,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.058_286.12832_RP,,C13 H19 N O6,Full match,No results,No results,-0.69,285.12104,286.12832,10.058,0,0,,,,,,,No MS2,[M+H]+1
11.464_234.07589_RP,,C12 H11 N O4,Full match,No results,No results,-0.84,233.06861,234.07589,11.464,0,0,,,,,,,DDA for preferred ion,[M+H]+1
6.934_99.04395_RP,,C5 H6 O2,Full match,No results,No results,-1.03,98.03668,99.04395,6.934,0,0,,,,,,,DDA for preferred ion,[M+H]+1
0.944_442.87794_RP,,C16 H9 Cl O P2 S4,Full match,No results,No results,1.51,441.87067,442.87794,0.944,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.867_203.03131_RP,,C9 H8 O4,Full match,No results,No results,-0.9,180.0421,203.03131,11.867,0,0,,,,,,,DDA for preferred ion,[M+Na]+1
3.004_289.13927_RP,,C12 H20 N2 O6,Full match,No results,No results,-0.51,288.13199,289.13927,3.004,0,0,,,,,,,No MS2,[M+H]+1
8.34_577.13385_RP,,C31 H20 N4 O8,Full match,No results,No results,-2.68,576.12657,577.13385,8.34,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.16_148.09669_RP,,C6 H13 N O3,Full match,No results,No results,-0.86,147.08942,148.09669,1.16,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.374_292.10246_RP,,C11 H17 N O8,Full match,No results,No results,-0.79,291.09519,292.10246,1.374,0,0,,,,,,,No MS2,[M+H]+1
12.475_207.10141_RP,,C12 H14 O3,Full match,No results,No results,-0.79,206.09413,207.10141,12.475,0,0,,,,,,,No MS2,[M+H]+1
7.135_692.19665_RP,,C39 H35 N O7 P2,Full match,No results,No results,0.71,691.18937,692.19665,7.135,0,0,,,,,,,No MS2,[M+H]+1
14.451_292.07402_RP,,C5 H17 N5 O5 S2,Full match,No results,No results,-1.27,291.06674,292.07402,14.451,0,0,,,,,,,No MS2,[M+H]+1
12.587_175.07519_RP,,C11 H10 O2,Full match,No results,No results,-0.93,174.06792,175.07519,12.587,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.631_564.21324_RP,,C20 H37 N O17,Full match,No results,No results,-0.33,563.20596,564.21324,2.631,0,0,,,,,,,No MS2,[M+H]+1
10.576_403.1021_RP,,C18 H21 N4 O P3,Full match,No results,No results,4.99,402.09483,403.1021,10.576,0,0,,,,,,,No MS2,[M+H]+1
6.383_402.16033_RP,,C14 H24 O12,Full match,No results,No results,-0.68,384.12651,402.16033,6.383,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
6.383_402.16037_RP,,C14 H27 N O12,Full match,No results,No results,-0.57,401.1531,402.16037,6.383,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.169_143.07016_RP,,C7 H10 O3,Full match,No results,No results,-0.75,142.06289,143.07016,7.169,0,0,,,,,,,No MS2,[M+H]+1
1.235_86.05994_RP,,C4 H7 N O,Full match,No results,No results,-1.2,85.05266,86.05994,1.235,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.234_86.05995_RP,,C4 H4 O,Full match,No results,No results,-1.34,68.02612,86.05995,1.234,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
11.99_203.07009_RP,,C12 H10 O3,Full match,No results,No results,-0.87,202.06282,203.07009,11.99,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.438_439.13598_RP,,C10 H27 N6 O9 P S,Full match,No results,No results,-2.46,438.12871,439.13598,10.438,0,0,,,,,,,No MS2,[M+H]+1
6.438_155.08138_RP,,C7 H10 N2 O2,Full match,No results,No results,-0.79,154.07411,155.08138,6.438,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.364_346.13412_RP,,C11 H23 N O11,Full match,No results,No results,-0.77,345.12685,346.13412,1.364,0,0,,,,,,,No MS2,[M+H]+1
1.364_346.13422_RP,,C11 H20 O11,Full match,No results,No results,-0.49,328.1004,346.13422,1.364,0,0,,,,,,,No MS2,[M+NH4]+1
9.535_165.05447_RP,,C9 H8 O3,Full match,No results,No results,-0.89,164.0472,165.05447,9.535,0,0,,,,,,,No MS2,[M+H]+1
1.132_103.08647_RP,,C4 H10 N2 O,Full match,No results,No results,-1.17,102.07919,103.08647,1.132,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.084_614.80984_RP,,C6 H8 N4 O16 P2 S5,Full match,No results,No results,1.88,613.80256,614.80984,1.084,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.163_194.10209_RP,,C7 H15 N O5,Full match,No results,No results,-1.06,193.09482,194.10209,1.163,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.868_666.24486_RP,,C25 H49 N O13 P2 S,Full match,No results,No results,-3.61,665.23758,666.24486,1.868,0,0,,,,,,,No MS2,[M+H]+1
2.71_312.1288_RP,,C8 H23 N7 P2 S,Full match,No results,No results,1.39,311.12152,312.1288,2.71,0,0,,,,,,,No MS2,[M+H]+1
1.39_189.12322_RP,,C8 H16 N2 O3,Full match,No results,No results,-0.81,188.11594,189.12322,1.39,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.391_189.12319_RP,,C8 H13 N O3,Full match,No results,No results,-1.03,171.08937,189.12319,1.391,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
1.912_382.13412_RP,,C15 H19 N5 O7,Full match,No results,No results,-4.21,381.12684,382.13412,1.912,0,0,,,,,,,No MS2,[M+H]+1
4.461_247.12866_RP,,C10 H18 N2 O5,Full match,No results,No results,-0.77,246.12138,247.12866,4.461,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.677_265.00033_RP,,C8 H8 O8 S,Full match,No results,No results,-3.55,263.99305,265.00033,1.677,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.82_212.05518_RP,,C9 H9 N O5,Full match,No results,No results,-0.81,211.0479,212.05518,1.82,0,0,,,,,,,No MS2,[M+H]+1
2.849_123.04729_RP,,C4 H10 O2 S,Full match,No results,No results,-1.16,122.04001,123.04729,2.849,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.786_179.07013_RP,,C10 H10 O3,Full match,No results,No results,-0.78,178.06286,179.07013,11.786,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.313_235.09222_RP,,C8 H14 N2 O6,Full match,No results,No results,-1.05,234.08494,235.09222,1.313,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.19_211.05995_RP,,C10 H10 O5,Full match,No results,No results,-0.72,210.05267,211.05995,3.19,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.33_185.09195_RP,,C8 H12 N2 O3,Full match,No results,No results,-0.65,184.08467,185.09195,2.33,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.507_229.07048_RP,,C10 H12 O6,Full match,No results,No results,-0.83,228.0632,229.07048,2.507,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.737_183.06505_RP,,C9 H10 O4,Full match,No results,No results,-0.73,182.05778,183.06505,8.737,0,0,,,,,,,No MS2,[M+H]+1
2.864_189.12324_RP,,C8 H16 N2 O3,Full match,No results,No results,-0.67,188.11597,189.12324,2.864,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.972_309.09668_RP,,C15 H16 O7,Full match,No results,No results,-0.64,308.08941,309.09668,10.972,0,0,,,,,,,No MS2,[M+H]+1
1.519_210.06065_RP,,C6 H11 N O7,Full match,No results,No results,-0.83,209.05338,210.06065,1.519,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.978_192.06538_RP,,C10 H9 N O3,Full match,No results,No results,-0.71,191.05811,192.06538,7.978,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.892_167.07016_RP,,C9 H10 O3,Full match,No results,No results,-0.64,166.06289,167.07016,9.892,0,0,,,,,,,DDA for preferred ion,[M+H]+1
6.419_203.13883_RP,,C9 H18 N2 O3,Full match,No results,No results,-0.93,202.13155,203.13883,6.419,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.523_211.0599_RP,,C10 H10 O5,Full match,No results,No results,-0.95,210.05262,211.0599,1.523,0,0,,,,,,,No MS2,[M+H]+1
9.826_251.05477_RP,,C12 H10 O6,Full match,No results,No results,-0.99,250.04749,251.05477,9.826,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.704_226.09198_RP,,C7 H15 N O7,Full match,No results,No results,-0.64,225.08471,226.09198,2.704,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.319_178.1072_RP,,C7 H15 N O4,Full match,No results,No results,-1.03,177.09993,178.1072,1.319,0,0,,,,,,,No MS2,[M+H]+1
1.325_191.10246_RP,,C7 H14 N2 O4,Full match,No results,No results,-0.9,190.09519,191.10246,1.325,0,0,,,,,,,DDA for preferred ion,[M+H]+1
14.349_304.07443_RP,,C6 H17 N5 O5 S2,Full match,No results,No results,0.15,303.06716,304.07443,14.349,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.426_128.07048_RP,,C6 H9 N O2,Full match,No results,No results,-0.97,127.0632,128.07048,3.426,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.494_292.11775_RP,,C15 H17 N O5,Full match,No results,No results,-0.69,291.11047,292.11775,9.494,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.512_202.07084_RP,,C8 H11 N O5,Full match,No results,No results,-0.8,201.06356,202.07084,2.512,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.703_398.18069_RP,,C20 H23 N5 O4,Full match,No results,No results,-3.99,397.17342,398.18069,9.703,0,0,,,,,,,No MS2,[M+H]+1
1.373_178.07086_RP,,C6 H11 N O5,Full match,No results,No results,-0.81,177.06358,178.07086,1.373,0,0,,,,,,,No MS2,[M+H]+1
9.741_301.01835_RP,,C6 H13 N4 O4 P S2,Full match,No results,No results,-1.7,300.01107,301.01835,9.741,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.536_117.05446_RP,,C5 H8 O3,Full match,No results,No results,-1.29,116.04719,117.05446,1.536,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.85_229.05479_RP,,C9 H13 N2 O P S,Full match,No results,No results,-4.85,228.04751,229.05479,9.85,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.693_292.15013_RP,,C11 H21 N3 O6,Full match,No results,No results,-0.61,291.14286,292.15013,2.693,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.203_423.12821_RP,,C20 H22 O10,Full match,No results,No results,-0.9,422.12092,423.12821,3.203,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.526_228.08652_RP,,C10 H13 N O5,Full match,No results,No results,-0.56,227.07924,228.08652,2.526,0,0,,,,,,,No MS2,[M+H]+1
9.466_265.15452_RP,,C14 H20 N2 O3,Full match,No results,No results,-0.58,264.14724,265.15452,9.466,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.46_246.06059_RP,,C9 H11 N O7,Full match,No results,No results,-0.95,245.05332,246.06059,1.46,0,0,,,,,,,No MS2,[M+H]+1
9.755_177.05445_RP,,C10 H8 O3,Full match,No results,No results,-1,176.04717,177.05445,9.755,0,0,,,,,,,No MS2,[M+H]+1
2.273_256.08139_RP,,C11 H13 N O6,Full match,No results,No results,-0.69,255.07411,256.08139,2.273,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.904_99.04395_RP,,C5 H6 O2,Full match,No results,No results,-1.16,98.03667,99.04395,3.904,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.465_245.06072_RP,,C5 H12 N2 O9,Full match,No results,No results,-3.42,244.05345,245.06072,1.465,0,0,,,,,,,No MS2,[M+H]+1
13.328_348.14394_RP,,C18 H21 N O6,Full match,No results,No results,-0.66,347.13666,348.14394,13.328,0,0,,,,,,,DDA for preferred ion,[M+H]+1
14.348_301.07521_RP,,C7 H19 N4 O3 P3,Full match,No results,No results,3.1,300.06793,301.07521,14.348,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.531_175.09059_RP,,,No results,No results,No results,,174.08331,175.09059,1.531,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.56_225.07558_RP,,C11 H12 O5,Full match,No results,No results,-0.79,224.0683,225.07558,11.56,0,0,,,,,,,No MS2,[M+H]+1
10.513_277.10684_RP,,C15 H16 O5,Full match,No results,No results,-0.74,276.09957,277.10684,10.513,0,0,,,,,,,No MS2,[M+H]+1
3.335_245.0766_RP,,C9 H12 N2 O6,Full match,No results,No results,-0.89,244.06932,245.0766,3.335,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.244_91.03885_RP,,C3 H6 O3,Full match,No results,No results,-1.38,90.03157,91.03885,1.244,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.042_395.11228_RP,,C23 H14 N4 O3,Full match,No results,No results,-4.04,394.105,395.11228,8.042,0,0,,,,,,,No MS2,[M+H]+1
11.037_279.08614_RP,,C14 H14 O6,Full match,No results,No results,-0.61,278.07887,279.08614,11.037,0,0,,,,,,,DDA for preferred ion,[M+H]+1
0.963_247.90339_RP,,,No results,No results,No results,,246.89611,247.90339,0.963,0,0,,,,,,,No MS2,[M+H]+1
2.509_211.05993_RP,,C10 H10 O5,Full match,No results,No results,-0.82,210.05265,211.05993,2.509,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.455_167.07017_RP,,C9 H10 O3,Full match,No results,No results,-0.63,166.06289,167.07017,10.455,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.098_189.15959_RP,,C9 H20 N2 O2,Full match,No results,No results,-0.86,188.15232,189.15959,1.098,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.865_258.03194_RP,,C4 H11 N5 O4 S2,Full match,No results,No results,-2.25,257.02467,258.03194,11.865,0,0,,,,,,,No MS2,[M+H]+1
0.951_248.97659_RP,,C3 H5 Cl N2 O9,Full match,No results,No results,3.86,247.96931,248.97659,0.951,0,0,,,,,,,No MS2,[M+H]+1
2.247_219.13377_RP,,C9 H18 N2 O4,Full match,No results,No results,-0.77,218.12649,219.13377,2.247,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.488_188.09158_RP,,C8 H13 N O4,Full match,No results,No results,-0.81,187.08431,188.09158,2.488,0,0,,,,,,,No MS2,[M+H]+1
11.866_256.03247_RP,,C5 H10 N3 O7 P,Full match,No results,No results,-1.72,255.0252,256.03247,11.866,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.055_422.14413_RP,,C20 H23 N O9,Full match,No results,No results,-1.02,421.13685,422.14413,10.055,0,0,,,,,,,No MS2,[M+H]+1
11.67_455.14855_RP,,C24 H18 N6 O4,Invalid mass,No results,No results,5.11,454.14128,455.14855,11.67,0,0,,,,,,,No MS2,[M+H]+1
1.293_175.05998_RP,,C2 H7 N8 P,Full match,No results,No results,-2.39,174.05271,175.05998,1.293,0,0,,,,,,,DDA for preferred ion,[M+H]+1
4.102_172.11917_RP,,C6 H13 N5 O,Full match,No results,No results,-0.68,171.11189,172.11917,4.102,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.038_339.1073_RP,,C9 H18 N6 O6 S,Full match,No results,No results,-2.45,338.10002,339.1073,11.038,0,0,,,,,,,DDA for preferred ion,[M+H]+1
6.564_114.05481_RP,,C5 H7 N O2,Full match,No results,No results,-1.27,113.04754,114.05481,6.564,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.415_277.09159_RP,,C8 H8 N10 O2,Full match,No results,No results,4.15,276.08432,277.09159,1.415,0,0,,,,,,,No MS2,[M+H]+1
9.959_591.09715_RP,,C31 H28 O4 P2 S2,Full match,No results,No results,-0.89,590.0899,591.09715,9.959,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.671_231.17013_RP,,C11 H22 N2 O3,Full match,No results,No results,-0.83,230.16285,231.17013,8.671,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.503_444.17076_RP,,C16 H29 N O13,Full match,No results,No results,-0.92,443.16348,444.17076,1.503,0,0,,,,,,,No MS2,[M+H]+1
14.256_283.10174_RP,,C13 H19 N2 O P S,Full match,No results,No results,-3.91,282.09447,283.10174,14.256,0,0,,,,,,,DDA for preferred ion,[M+H]+1
4.693_233.14941_RP,,C10 H20 N2 O4,Full match,No results,No results,-0.77,232.14213,233.14941,4.693,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.437_241.10671_RP,,C6 H17 N4 O4 P,Full match,No results,No results,2.86,240.09943,241.10671,10.437,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.623_167.07019_RP,,C9 H10 O3,Full match,No results,No results,-0.46,166.06292,167.07019,12.623,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.415_262.13959_RP,,C10 H19 N3 O5,Full match,No results,No results,-0.61,261.13231,262.13959,3.415,0,0,,,,,,,No MS2,[M+H]+1
1.502_87.04397_RP,,C4 H6 O2,Full match,No results,No results,-1.01,86.03669,87.04397,1.502,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.753_268.11778_RP,,C13 H17 N O5,Full match,No results,No results,-0.64,267.1105,268.11778,9.753,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.191_403.10205_RP,,C20 H18 O9,Full match,No results,No results,-0.77,402.09477,403.10205,10.191,0,0,,,,,,,No MS2,[M+H]+1
2.376_229.07049_RP,,C10 H12 O6,Full match,No results,No results,-0.77,228.06321,229.07049,2.376,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.318_190.10723_RP,,C8 H12 O4,Full match,No results,No results,-0.98,172.07339,190.10723,9.318,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
9.32_190.10724_RP,,C8 H15 N O4,Full match,No results,No results,-0.76,189.09996,190.10724,9.32,0,0,,,,,,,DDA for preferred ion,[M+H]+1
15.112_417.15425_RP,,C25 H25 N2 P S,Full match,No results,No results,-1.52,416.14697,417.15425,15.112,0,0,,,,,,,No MS2,[M+H]+1
9.129_298.09663_RP,,C11 H15 N5 O3 S,Full match,No results,No results,-0.68,297.08936,298.09663,9.129,0,0,,,,,,,No MS2,[M+H]+1
0.956_218.91026_RP,,C4 H N2 O P3 S,Full match,No results,No results,3.39,217.90298,218.91026,0.956,0,0,,,,,,,No MS2,[M+H]+1
1.564_210.09704_RP,,C7 H15 N O6,Full match,No results,No results,-0.83,209.08976,210.09704,1.564,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.748_444.17085_RP,,C16 H29 N O13,Full match,No results,No results,-0.71,443.16357,444.17085,7.748,0,0,,,,,,,No MS2,[M+H]+1
9.367_399.05507_RP,,C11 H19 N4 O6 P S2,Full match,No results,No results,-1.44,398.04779,399.05507,9.367,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.168_223.05993_RP,,C11 H10 O5,Full match,No results,No results,-0.85,222.05263,223.05993,11.168,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.315_312.12866_RP,,C6 H15 N8 O4 P,Full match,No results,No results,-1.86,294.09484,312.12866,1.315,0,0,,,,,,,No MS2,[M+NH4]+1
11.525_249.11196_RP,,C14 H16 O4,Full match,No results,No results,-0.72,248.10468,249.11196,11.525,0,0,,,,,,,No MS2,[M+H]+1
10.058_577.13411_RP,,C29 H23 N8 P3,Full match,No results,No results,1.73,576.12685,577.13411,10.058,0,0,,,,,,,No MS2,[M+H]+1
1.984_212.09158_RP,,C10 H13 N O4,Full match,No results,No results,-0.74,211.0843,212.09158,1.984,0,0,,,,,,,No MS2,[M+H]+1
8.312_113.05956_RP,,C6 H8 O2,Full match,No results,No results,-1.29,112.05229,113.05956,8.312,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.655_280.13889_RP,,C11 H21 N O7,Full match,No results,No results,-0.66,279.13162,280.13889,2.655,0,0,,,,,,,No MS2,[M+H]+1
1.088_494.80909_RP,,C4 H2 Cl N2 O16 P3 S,Full match,No results,No results,-1.67,493.80182,494.80909,1.088,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.742_453.13867_RP,,C22 H20 N4 O7,Full match,No results,No results,-3.94,452.13142,453.13867,7.742,0,0,,,,,,,No MS2,[M+H]+1
1.154_284.13368_RP,,C10 H21 N O8,Full match,No results,No results,-1.12,283.1264,284.13368,1.154,0,0,,,,,,,No MS2,[M+H]+1
11.677_229.14326_RP,,C12 H20 O4,Full match,No results,No results,-0.77,228.13598,229.14326,11.677,0,0,,,,,,,No MS2,[M+H]+1
1.523_229.07045_RP,,C10 H12 O6,Full match,No results,No results,-0.96,228.06317,229.07045,1.523,0,0,,,,,,,No MS2,[M+H]+1
1.083_682.79712_RP,,C11 H5 N6 O15 P3 S4,Full match,No results,No results,-1.48,681.78985,682.79712,1.083,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.014_250.09328_RP,,C10 H11 N5 O3,Full match,No results,No results,-0.77,249.086,250.09328,2.014,0,0,,,,,,,No MS2,[M+H]+1
14.332_242.09353_RP,,C11 H16 N O3 P,Full match,No results,No results,-2.17,241.08626,242.09353,14.332,0,0,,,,,,,DDA for preferred ion,[M+H]+1
13.041_435.1647_RP,,C19 H18 N10 O3,Full match,No results,No results,2.52,434.15743,435.1647,13.041,0,0,,,,,,,No MS2,[M+H]+1
2.381_211.05993_RP,,C10 H10 O5,Full match,No results,No results,-0.79,210.05266,211.05993,2.381,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.682_129.05447_RP,,C6 H8 O3,Full match,No results,No results,-1.09,128.0472,129.05447,1.682,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.697_359.14875_RP,,C20 H22 O6,Full match,No results,No results,-0.46,358.14147,359.14875,12.697,0,0,,,,,,,No MS2,[M+H]+1
9.198_263.13882_RP,,C14 H18 N2 O3,Full match,No results,No results,-0.74,262.13155,263.13882,9.198,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.351_280.11776_RP,,C15 H21 N S2,Full match,No results,No results,-3.8,279.11048,280.11776,12.351,0,0,,,,,,,No MS2,[M+H]+1
1.577_164.09159_RP,,C6 H13 N O4,Full match,No results,No results,-0.91,163.08431,164.09159,1.577,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.453_545.09175_RP,,C30 H16 N4 O5 S,Full match,No results,No results,0.61,544.08447,545.09175,10.453,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.927_339.05523_RP,,C8 H14 N6 O5 S2,Full match,No results,No results,3.67,338.04795,339.05523,10.927,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.007_227.03917_RP,,C11 H6 N4 S,Full match,No results,No results,2.55,226.03189,227.03917,8.007,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.896_163.07526_RP,,C10 H10 O2,Full match,No results,No results,-0.61,162.06798,163.07526,10.896,0,0,,,,,,,DDA for preferred ion,[M+H]+1
14.255_245.08066_RP,,C14 H12 O4,Full match,No results,No results,-0.71,244.07339,245.08066,14.255,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.161_444.17087_RP,,C17 H25 N5 O9,Full match,No results,No results,-3.68,443.1636,444.17087,8.161,0,0,,,,,,,No MS2,[M+H]+1
2.388_228.05013_RP,,C9 H9 N O6,Full match,No results,No results,-0.61,227.04285,228.05013,2.388,0,0,,,,,,,No MS2,[M+H]+1
